cn_id,hateSpeech,counterSpeech,split,cn_keyword,num_cn_keyword,hs_keyword,num_hs_keyword,num_doc_retrieved
ENT1ST0001HS0092CN000005,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.","Surely it is our 'actions' that make us criminals, not whichever faith we follow, whether than be by choice or tradition or culture?",train,"tradition, culture, choice, criminals, actions",5,"bunch of violent criminals, Fuck Isis, Fuck Islam, safer place, Britain",5,231002
ENT1ST0001HS0092CN000005P1,I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,"Surely it is our 'actions' that make us criminals, not whichever faith we follow, whether than be by choice or tradition or culture?",valid,"tradition, culture, choice, criminals, actions",5,"violence, Britain, Islam, isis, homeland",5,290617
ENT1ST0001HS0092CN000005P2,"Islam and ISIS should go to hell. All Muslims should be immediately sent to their country, because they are all intolerant criminals. If we do so, Britain will be a safer place.","Surely it is our 'actions' that make us criminals, not whichever faith we follow, whether than be by choice or tradition or culture?",test,"tradition, culture, choice, criminals, actions",5,"intolerant criminals, safer place, Isis, Islam, hell",5,236734
ENT1ST0001HS0092CN000006,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.",This is not true. How can you say this about an entire faith?,train,entire faith,1,"bunch of violent criminals, Fuck Isis, Fuck Islam, safer place, Britain",5,36330
ENT1ST0001HS0092CN000006P1,I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,This is not true. How can you say this about an entire faith?,valid,entire faith,1,"violence, Britain, Islam, isis, homeland",5,119105
ENT1ST0001HS0092CN000006P2,"Islam and ISIS should go to hell. All Muslims should be immediately sent to their country, because they are all intolerant criminals. If we do so, Britain will be a safer place.",This is not true. How can you say this about an entire faith?,test,entire faith,1,"intolerant criminals, safer place, Isis, Islam, hell",5,45093
ENT1ST0001HS0092CN000007,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.",Muslims are also average and decent British citizens? Repatriate?,train,"decent british citizens, Muslims",2,"bunch of violent criminals, Fuck Isis, Fuck Islam, safer place, Britain",5,0
ENT1ST0001HS0092CN000007P1,I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,Muslims are also average and decent British citizens? Repatriate?,valid,"decent british citizens, Muslims",2,"violence, Britain, Islam, isis, homeland",5,0
ENT1ST0001HS0092CN000007P2,"Islam and ISIS should go to hell. All Muslims should be immediately sent to their country, because they are all intolerant criminals. If we do so, Britain will be a safer place.",Muslims are also average and decent British citizens? Repatriate?,test,"decent british citizens, Muslims",2,"intolerant criminals, safer place, Isis, Islam, hell",5,0
ENT1ST0001HS0092CN000008,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.",Saying that all people of a certain religion are violent criminals does not make sense at all.,train,"violent criminals, certain religion, sense, people",4,"bunch of violent criminals, Fuck Isis, Fuck Islam, safer place, Britain",5,608126
ENT1ST0001HS0092CN000008P1,I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,Saying that all people of a certain religion are violent criminals does not make sense at all.,valid,"violent criminals, certain religion, sense, people",4,"violence, Britain, Islam, isis, homeland",5,632644
ENT1ST0001HS0092CN000008P2,"Islam and ISIS should go to hell. All Muslims should be immediately sent to their country, because they are all intolerant criminals. If we do so, Britain will be a safer place.",Saying that all people of a certain religion are violent criminals does not make sense at all.,test,"violent criminals, certain religion, sense, people",4,"intolerant criminals, safer place, Isis, Islam, hell",5,608245
ENT1ST0001HS0092CN000009,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.","Can I suggest that the deportation of up to 3 million people, a large proportion of whom were born in the UK does not reflect 'our values' in the way I understand them.",train,"large proportion, deportation, people, Uk",4,"bunch of violent criminals, Fuck Isis, Fuck Islam, safer place, Britain",5,582161
ENT1ST0001HS0092CN000009P1,I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,"Can I suggest that the deportation of up to 3 million people, a large proportion of whom were born in the UK does not reflect 'our values' in the way I understand them.",valid,"large proportion, deportation, people, Uk",4,"violence, Britain, Islam, isis, homeland",5,608144
ENT1ST0001HS0092CN000009P2,"Islam and ISIS should go to hell. All Muslims should be immediately sent to their country, because they are all intolerant criminals. If we do so, Britain will be a safer place.","Can I suggest that the deportation of up to 3 million people, a large proportion of whom were born in the UK does not reflect 'our values' in the way I understand them.",test,"large proportion, deportation, people, Uk",4,"intolerant criminals, safer place, Isis, Islam, hell",5,583991
ENT1ST0001HS0092CN000010,"Fuck Islam and Fuck ISIS. We should repatriate all Muslims. They are all a bunch of violent criminals who do not share our values and never will. Without them Britain will be a better, safer place.","Isis is an extrem of Islam and does not represent Muslims' belief and action. Indeed, most of Islam condemned the action of ISIS.",train,"action of Isis, extrem of Islam, Islam, Isis, belief",5,"bunch of violent criminals, Fuck Isis, Fuck Islam, safer place, Britain",5,78264
